,name,store_num,address,state,zip,phone,latitude,longitude,formatted_address,accuracy
4217,D & B Foods,1,"141 W Gillet St Preston,",IA,52069,(563) 689-5311,42.0501012,-90.395786,"141 W Gillet, Preston, IA 52069, USA",ROOFTOP
4218,D & B Foods,2,"117 Main St E Waterville,",MN,56096,(507) 267-4447,44.2190501,-93.5682209,"117 E Main St, Waterville, MN 56096, USA",ROOFTOP
4219,D & D Super Mkt.,1,"247 Grayton Rd Kingsford Heights,",IN,46346,(360) 705-3569,41.4805346,-86.6915389,"247 Grayton Rd, Union Mills, IN 46382, USA",RANGE_INTERPOLATED
4220,D & D Super Mkt.,2,"247 Grayson Rd La Porte,",IN,46350,(360) 613-1784,41.6262468,-86.7534369,"247 Grayson Rd, La Porte, IN 46350, USA",RANGE_INTERPOLATED
4221,D & J Supermarket Corp,1,"11180 W Flagler St Miami,",FL,33174,(847) 891-6039,25.7679258,-80.3763475,"11180 W Flagler St, Miami, FL 33174, USA",ROOFTOP
4222,D & J Supermarket Corp,2,"13210 Sw 43rd St Miami,",FL,33175,(856) 223-8975,25.727894,-80.4080697,"13210 SW 43rd St, Miami, FL 33175, USA",ROOFTOP
4223,D & M Family Foods,1,"11048 Clay St Henderson,",KY,42419,(631) 474-9845,37.8281357,-87.5838574,"Clay St, Henderson, KY 42420, USA",GEOMETRIC_CENTER
4224,D & M Family Foods,2,"702 N Green St Henderson,",KY,42420,(631) 474-9845,37.8458064,-87.5835675,"702 N Green St, Henderson, KY 42420, USA",ROOFTOP
4225,D & M Family Foods,3,"1048 Clay St Henderson,",KY,42420,(631) 642-3232,37.828275,-87.584268,"1048 Clay St, Henderson, KY 42420, USA",ROOFTOP
4226,D & M Family Foods,4,"700 N Green St Henderson,",KY,42420,(914) 633-6958,37.845686,-87.5842337,"700 N Green St, Henderson, KY 42420, USA",ROOFTOP
4227,D & M Supermarket,1,"1024 Baldwin St Waterbury,",CT,06706,(203) 756-8806,41.5386966,-73.0337268,"1024 Baldwin St, Waterbury, CT 06706, USA",ROOFTOP
4228,D & M Supermarket,2,"130 W Napier Ave Benton Harbor,",MI,49022,(618) 495-2661,42.0867599,-86.45691719999999,"130 W Napier Ave, Benton Harbor, MI 49022, USA",ROOFTOP
4229,D & R Market,1,"105 S Creasy Ln Lafayette,",IN,47905,(765) 448-6196,40.41646710000001,-86.8389354,"105 S Creasy Ln, Lafayette, IN 47905, USA",RANGE_INTERPOLATED
4230,D & R Market,2,"54 Foster St Peabody,",MA,01960,(978) 531-9666,42.5240777,-70.9283481,"54 Foster St, Peabody, MA 01960, USA",ROOFTOP
4231,D' Agostinos Supermarket,1,"966 St New York,",NY,10001,(212) 319-4870,40.75368539999999,-73.9991637,"New York, NY 10001, USA",APPROXIMATE
4232,D' Agostinos Supermarket,2,"1031 St New York,",NY,10001,(212) 486-0340,40.7491817,-73.97590269999999,"600 3rd Ave, New York, NY 10016, USA",ROOFTOP
4233,D' Agostinos Supermarket,3,"528 St New York,",NY,10001,(215) 676-8110,40.8364406,-73.9414278,"528W W 162nd St, New York, NY 10032, USA",ROOFTOP
4234,D' Agostinos Supermarket,4,"341 St New York,",NY,10001,(215) 677-3077,40.7600327,-73.99020639999999,"341 W 45th St, New York, NY 10036, USA",ROOFTOP
4235,D' Agostinos Supermarket,5,"578 3 Av E 38th St New York,",NY,10001,(219) 981-6115,40.750988,-73.98226609999999,"3 E 38th St #578, New York, NY 10016, USA",RANGE_INTERPOLATED
4236,D' Agostinos Supermarket,6,"64 University Pl New York,",NY,10003,(215) 887-6737,40.7330772,-73.9936948,"64 University Pl, New York, NY 10003, USA",ROOFTOP
4237,D' Agostinos Supermarket,7,"257 W 17th St New York,",NY,10011,(212) 366-4474,40.7415628,-74.00034769999999,"Steiner Building, 257 W 17th St, New York, NY 10011, USA",ROOFTOP
4238,D' Agostinos Supermarket,8,"666 Greenwich St New York,",NY,10014,(212) 463-0801,40.7321039,-74.0079433,"666 Greenwich St, New York, NY 10014, USA",ROOFTOP
4239,D' Agostinos Supermarket,9,"790 Greenwich St New York,",NY,10014,(215) 782-1801,40.73727239999999,-74.00673859999999,"790 Greenwich St, New York, NY 10014, USA",ROOFTOP
4240,D' Agostinos Supermarket,10,"555 2nd Ave New York,",NY,10016,(212) 721-0745,40.7427831,-73.97766060000001,"555 2nd Ave, New York, NY 10016, USA",ROOFTOP
4241,D' Agostinos Supermarket,11,"353 W 57th St New York,",NY,10019,(213) 483-5573,40.767942,-73.9853258,"353 W 57th St, New York, NY 10019, USA",ROOFTOP
4242,D' Agostinos Supermarket,12,"1074 Lexington Ave New York,",NY,10021,(212) 580-6805,40.7728353,-73.96062680000001,"1074 Lexington Ave, New York, NY 10021, USA",ROOFTOP
4243,D' Agostinos Supermarket,13,"1507 York Ave New York,",NY,10021,(217) 546-3270,40.7719986,-73.95021919999999,"1507 York Ave, New York, NY 10075, USA",ROOFTOP
4244,D' Agostinos Supermarket,14,"966 1st Ave New York,",NY,10022,(212) 319-8581,40.7557584,-73.96422380000001,"966 1st Avenue, New York, NY 10022, USA",ROOFTOP
4245,D' Agostinos Supermarket,15,"1031 1st Ave New York,",NY,10022,(217) 854-7082,40.7580138,-73.9634397,"1031 1st Avenue, New York, NY 10022, USA",ROOFTOP
4246,D' Agostinos Supermarket,16,"633 Columbus Ave New York,",NY,10024,(212) 362-2692,40.7894824,-73.969708,"633 Columbus Ave, New York, NY 10024, USA",ROOFTOP
4247,D' Agostinos Supermarket,17,"2830 Broadway New York,",NY,10025,(215) 336-2803,40.8041111,-73.96663769999999,"2830 Broadway, New York, NY 10025, USA",RANGE_INTERPOLATED
4248,D' Agostinos Supermarket,18,"1233 Lexington Ave New York,",NY,10028,(212) 777-9498,40.7776912,-73.9566709,"1233 Lexington Ave, New York, NY 10028, USA",ROOFTOP
4249,D' Agostinos Supermarket,19,"411 King St Chappaqua,",NY,10514,(914) 238-1588,41.1600843,-73.7649771,"411 King St, Chappaqua, NY 10514, USA",ROOFTOP
4250,D' Agostinos Supermarket,20,"1 Cross River Shopping Ctr Cross River,",NY,10518,(914) 763-5610,41.26954020000001,-73.60748819999999,"20 N Salem Rd, Cross River, NY 10518, USA",ROOFTOP
4251,D' Agostinos Supermarket,21,"1385 Boston Post Rd Larchmont,",NY,10538,(914) 833-4000,40.9336872,-73.7478776,"1385 Boston Post Rd, Larchmont, NY 10538, USA",ROOFTOP
4252,D' Agostinos Supermarket,22,"142 S Ridge St Port Chester,",NY,10573,(914) 935-3324,41.0027437,-73.6821619,"142 S Ridge St, Rye Brook, NY 10573, USA",ROOFTOP
4253,D' Agostinos Supermarket,23,"578 3rd Ave Brooklyn,",NY,11215,(219) 981-6115,40.667677,-73.9944579,"578 3rd Ave, Brooklyn, NY 11215, USA",ROOFTOP
4254,D' Agostinos Supermarket,24,"274 7th Ave Brooklyn,",NY,11215,(718) 499-6238,40.6686673,-73.9803466,"274 7th Ave, Brooklyn, NY 11215, USA",ROOFTOP
4255,Dabo Foods,1,"143 Se J St Grants Pass,",OR,97526,(541) 471-2116,42.4362956,-123.3274554,"143 SE J St, Grants Pass, OR 97526, USA",ROOFTOP
4256,Dabo Foods,2,"139 Sw J St Grants Pass,",OR,97526,(541) 476-4046,42.4369638,-123.3288776,"139 SW J St, Grants Pass, OR 97526, USA",RANGE_INTERPOLATED
4257,Dabo Foods,3,"4111 S 6th St Klamath Falls,",OR,97603,(541) 882-5852,42.2069481,-121.7381217,"4111 S 6th St, Klamath Falls, OR 97603, USA",ROOFTOP
4258,Dahls Foods,1,"5440 Nw 86th St Johnston,",IA,50131,(515) 278-0300,41.6593522,-93.7365291,"5440 NW 86th St, Johnston, IA 50131, USA",RANGE_INTERPOLATED
4259,Dahls Foods,2,"5003 Ep True Pkwy West Des Moines,",IA,50265,(515) 224-0111,41.5726815,-93.7725579,"5003 EP True Pkwy, West Des Moines, IA 50265, USA",ROOFTOP
4260,Dahls Foods,3,"4343 Merle Hay Rd Des Moines,",IA,50310,(515) 251-8700,41.6377949,-93.6951311,"4343 Merle Hay Rd, Des Moines, IA 50310, USA",ROOFTOP
4261,Dahls Foods,4,"3425 Ingersoll Ave Des Moines,",IA,50312,(515) 255-3118,41.5876864,-93.6634692,"3425 Ingersoll Ave, Des Moines, IA 50312, USA",ROOFTOP
4262,Dahls Foods,5,"1320 E Euclid Ave Des Moines,",IA,50316,(515) 265-5946,41.6282611,-93.6029449,"1320 E Euclid Ave, Des Moines, IA 50316, USA",ROOFTOP
4263,Dahls Foods,6,"3400 E 33rd St Des Moines,",IA,50317,(515) 262-7942,41.6258383,-93.5531506,"3400 E 33rd St, Des Moines, IA 50317, USA",ROOFTOP
4264,Dahls Foods,7,"4121 Fleur Dr Des Moines,",IA,50321,(515) 287-5508,41.5466652,-93.64345039999999,"4121 Fleur Dr, Des Moines, IA 50321, USA",ROOFTOP
4265,Dahls Foods,8,"3610 Patricia Dr Apt 5 Urbandale,",IA,50322,(515) 331-0300,41.6280631,-93.75187,"3610 Patricia Dr #5, Urbandale, IA 50322, USA",ROOFTOP
4266,Dahls Foods,9,"15500 Hickman Rd Clive,",IA,50325,(515) 987-0366,41.6140431,-93.83134129999999,"15500 Hickman Rd, Clive, IA 50325, USA",ROOFTOP
4267,Dakota Natural Foods Inc,1,"2233 Maxwell Ave Newport,",MN,55055,(651) 768-9371,44.8821224,-93.0105348,"2233 Maxwell Ave, Newport, MN 55055, USA",ROOFTOP
4268,Dakota Natural Foods Inc,2,"100 Stockyards Rd South Saint Paul,",MN,55075,(651) 552-8230,44.8904366,-93.0328552,"100 Stockyards Rd, South St Paul, MN 55075, USA",ROOFTOP
4269,Dakota Natural Foods Inc,3,"1289 Cormorant Ave Detroit Lakes,",MN,56501,(352) 588-3704,46.8400937,-95.8305809,"1289 Cormorant Ave, Detroit Lakes, MN 56501, USA",RANGE_INTERPOLATED
4270,Dakota Natural Foods Inc,4,"910 Frazee Rd Frazee,",MN,56544,(336) 294-7000,46.73374219999999,-95.7123706,"910 Frazee Rd, Frazee, MN 56544, USA",ROOFTOP
4271,Dakota Natural Foods Inc,5,"301 Coney St W Perham,",MN,56573,(336) 294-7000,46.5851812,-95.5808564,"301 Coney St W, Perham, MN 56573, USA",ROOFTOP
4272,Danny's Fine Foods,1,"199 Cole Rd Frnchtn Twp Azalia,",MI,48110,(734) 241-5232,41.9367777,-83.38340439999999,"199 Cole Rd, Monroe, MI 48162, USA",ROOFTOP
4273,Danny's Fine Foods,2,"199 Cole Rd Monroe,",MI,48162,(734) 241-5232,41.9367777,-83.38340439999999,"199 Cole Rd, Monroe, MI 48162, USA",ROOFTOP
4274,Danny's Fine Foods,3,"1002 W Elm Ave Monroe,",MI,48162,(734) 242-6090,41.9227994,-83.4080634,"1002 W Elm Ave, Monroe, MI 48162, USA",ROOFTOP
4275,Dans Super Market,1,"1122 N 3rd St Bismarck,",ND,58501,(701) 223-4766,46.8175868,-100.7883381,"1122 N 3rd St, Bismarck, ND 58501, USA",ROOFTOP
4276,Dans Super Market,2,"Hwy 83 North 3101 N 11th St Bismarck,",ND,58501,(701) 258-7791,46.8399642,-100.7747547,"3101 N 11th St, Bismarck, ND 58503, USA",ROOFTOP
4277,Dans Super Market,3,"3101 N 11th St Bismarck,",ND,58503,(701) 258-7791,46.8399642,-100.7747547,"3101 N 11th St, Bismarck, ND 58503, USA",ROOFTOP
4278,Dans Super Market,4,"302 1st St E Dickinson,",ND,58601,(701) 225-8173,46.8791094,-102.7808276,"302 E 1st St, Dickinson, ND 58601, USA",ROOFTOP
4279,Dans Super Market,5,"88 N 100 E Kaysville,",UT,84037,(801) 544-3437,41.0362671,-111.9363114,"88 N 100 E, Kaysville, UT 84037, USA",RANGE_INTERPOLATED
4280,Dans Super Market,6,"88 S Fairfield Rd Layton,",UT,84041,(801) 543-4337,41.0593323,-111.9456352,"88 S Fairfield Rd E, Layton, UT 84041, USA",ROOFTOP
4281,Dans Super Market,7,"1500 Snow Creek Dr Ste B Park City,",UT,84060,(435) 645-7139,40.6624538,-111.5090905,"1500 Snow Creek Dr Ste B, Park City, UT 84060, USA",ROOFTOP
4282,Dans Super Market,8,"1360 Foothill Dr Salt Lake City,",UT,84108,(801) 583-3267,40.7397642,-111.8271667,"1360 Foothill Dr, Salt Lake City, UT 84108, USA",ROOFTOP
4283,Dans Super Market,9,"2330 E 3300 S Salt Lake City,",UT,84109,(801) 487-7574,40.6985045,-111.8240033,"2330 E 3300 S, Salt Lake City, UT 84109, USA",ROOFTOP
4284,Dans Super Market,10,"1584 E 5600 S Salt Lake City,",UT,84121,(801) 272-9494,40.649097,-111.846456,"1584 E 5600 S, Holladay, UT 84121, USA",ROOFTOP
4285,Dans Super Market,11,"2029 Fort Union Blvd Salt Lake City,",UT,84121,(801) 943-7601,40.6248722,-111.832955,"2029 Fort Union Blvd, Cottonwood Heights, UT 84121, USA",ROOFTOP
4286,Dans Super Market,12,"3981 Wasatch Blvd Salt Lake City,",UT,84124,(801) 272-2622,40.6849447,-111.7944025,"3981 Wasatch Blvd, Salt Lake City, UT 84124, USA",ROOFTOP
4287,Dans Supreme Supermarket,1,"96 Sherman Ave New York,",NY,10034,(212) 628-6769,40.8640893,-73.925557,"96 Sherman Ave, New York, NY 10034, USA",ROOFTOP
4288,Dans Supreme Supermarket,2,"696 Dogwood Ave Franklin Square,",NY,11010,(516) 485-5832,40.6886834,-73.6689809,"696 Dogwood Ave, Franklin Square, NY 11010, USA",ROOFTOP
4289,Dans Supreme Supermarket,3,"2625 E 14th St Brooklyn,",NY,11235,(718) 769-4387,40.5872426,-73.95491799999999,"2625 E 14th St, Brooklyn, NY 11235, USA",ROOFTOP
4290,Dans Supreme Supermarket,4,"22046 Hillside Ave Queens Village,",NY,11427,(718) 454-3814,40.730872,-73.7422612,"220-46 Hillside Avenue, Jamaica, NY 11427, USA",ROOFTOP
4291,Dans Supreme Supermarket,5,"474 Fulton Ave Fl 3 Hempstead,",NY,11550,(516) 483-2400,40.709489,-73.6153081,"474 Fulton Ave Fl 3, Hempstead, NY 11550, USA",ROOFTOP
4292,Dash Markets,1,"1770 Hertel Ave Buffalo,",NY,14216,(716) 834-0246,42.9478804,-78.8427555,"1770 Hertel Ave, Buffalo, NY 14216, USA",ROOFTOP
4293,Dash Markets,2,"499 W Klein Rd Buffalo,",NY,14221,(716) 204-0386,43.0010233,-78.74145879999999,"499 W Klein Rd, Buffalo, NY 14221, USA",ROOFTOP
4294,Dash Markets,3,"8845 Main St Buffalo,",NY,14221,(716) 650-2888,42.9658422,-78.6621238,"8845 Main St, Williamsville, NY 14221, USA",ROOFTOP
4295,Dash Markets,4,"1210 Colvin Blvd Buffalo,",NY,14223,(716) 874-1989,42.9740604,-78.85881549999999,"1210 Colvin Blvd, Buffalo, NY 14223, USA",ROOFTOP
4296,Dave's Supermarket,1,"120 S 3rd St Fairbury,",IL,61739,(815) 692-2822,40.7466717,-88.513421,"120 S 3rd St, Fairbury, IL 61739, USA",ROOFTOP
4297,Dave's Supermarket,2,"100 S Main St South West City,",MO,64863,(417) 762-3215,36.5094815,-94.61315839999999,"S Main St, Southwest City, MO 64863, USA",GEOMETRIC_CENTER
4298,Dave's Supermarket,3,"Stephentown,",NY,12168,(518) 733-5733,42.56170770000001,-73.38265849999999,"Stephentown, NY 12168, USA",APPROXIMATE
4299,Dave's Supermarket,4,"3565 Ridge Rd Cleveland,",OH,44102,(315) 462-9055,41.4592904,-81.7371648,"3565 Ridge Rd, Cleveland, OH 44102, USA",ROOFTOP
4300,Dave's Supermarket,5,"2500 E 40th St Cleveland,",OH,44104,(309) 734-7393,41.4919973,-81.65868449999999,"2500 E 40th St, Cleveland, OH 44115, USA",ROOFTOP
4301,Dave's Supermarket,6,"7422 Harvard Ave Cleveland,",OH,44105,(307) 632-5171,41.4483829,-81.6349316,"7422 Harvard Ave, Cleveland, OH 44105, USA",ROOFTOP
4302,Dave's Supermarket,7,"15900 Lake Shore Blvd Cleveland,",OH,44110,(308) 432-6999,41.5786284,-81.56941139999999,"15900 Lakeshore Blvd, Cleveland, OH 44110, USA",ROOFTOP
4303,Dave's Supermarket,8,"3301 Payne Ave Cleveland,",OH,44114,(307) 234-7159,41.5094006,-81.6655221,"3301 Payne Ave, Cleveland, OH 44114, USA",ROOFTOP
4304,Dave's Supermarket,9,"13130 Shaker Sq Cleveland,",OH,44120,(309) 734-7393,41.4827494,-81.5910797,"13130 Shaker Square, Cleveland, OH 44120, USA",ROOFTOP
4305,Dave's Supermarket,10,"22600 Shore Center Dr Euclid,",OH,44123,(312) 850-3915,41.6085719,-81.5223128,"22600 Shore Center Dr, Euclid, OH 44123, USA",ROOFTOP
4306,Dave's Supermarket,11,"22501 Shore Center Dr Euclid,",OH,44123,(314) 335-4600,41.6095408,-81.52338449999999,"22501 Shore Center Dr, Euclid, OH 44123, USA",ROOFTOP
4307,Dave's Supermarket,12,"4948 Turney Rd Cleveland,",OH,44125,(419) 924-2702,41.4246468,-81.61344679999999,"4948 Turney Rd, Garfield Heights, OH 44125, USA",ROOFTOP
4308,Dave's Supermarket,13,"16820 Harvard Ave Cleveland,",OH,44128,(315) 472-4855,41.4481272,-81.5625563,"16820 Harvard Ave, Cleveland, OH 44128, USA",ROOFTOP
4309,Dave's Supermarket,14,"871 E Exchange St Akron,",OH,44306,(330) 253-8957,41.0712609,-81.4931182,"871 E Exchange St, Akron, OH 44306, USA",ROOFTOP
4310,Dave's Supermarket,15,"440 E Long Ave New Castle,",PA,16101,(724) 654-0444,40.9857458,-80.3400011,"440 E Long Ave, New Castle, PA 16101, USA",ROOFTOP
4311,Dave's Supermarket,16,"300 W Glen St Crandon,",WI,54520,(715) 478-3677,45.5723382,-88.9077676,"300 W Glen St, Crandon, WI 54520, USA",GEOMETRIC_CENTER
4312,Davids Supermarket,1,"100 S Houston St Edgewood,",TX,75117,(903) 896-2556,32.6973186,-95.88609199999999,"100 S Houston St, Edgewood, TX 75117, USA",ROOFTOP
4313,Davids Supermarket,2,"610 S Central St Ferris,",TX,75125,(972) 544-8733,32.5283152,-96.66356139999999,"610 S Central St, Ferris, TX 75125, USA",ROOFTOP
4314,Davids Supermarket,3,"600 E Mulberry St Kaufman,",TX,75142,(972) 932-3366,32.5881772,-96.3045822,"600 E Mulberry St, Kaufman, TX 75142, USA",ROOFTOP
4315,Davids Supermarket,4,"PO Box 350 Kemp,",TX,75143,(817) 866-2638,32.4426403,-96.2299771,"Kemp, TX 75143, USA",APPROXIMATE
4316,Davids Supermarket,5,"400 S Seven Points Dr Kemp,",TX,75143,(903) 432-4007,32.3096508,-96.2044202,"400 S Seven Points Blvd, Tool, TX 75143, USA",RANGE_INTERPOLATED
4317,Davids Supermarket,6,"Hwy 274 Kemp,",TX,75143,(903) 432-4007,32.433542,-96.22204029999999,"TX-274, Kemp, TX, USA",GEOMETRIC_CENTER
4318,Davids Supermarket,7,"PO Box 350 Princeton,",TX,75407,(817) 866-2638,33.1733033,-96.49317669999999,"621 E Princeton Dr, Princeton, TX 75407, USA",ROOFTOP
4319,Davids Supermarket,8,"701 E Princeton Dr Princeton,",TX,75407,(972) 736-3304,33.1731935,-96.49189679999999,"701 E Princeton Dr, Princeton, TX 75407, USA",ROOFTOP
4320,Davids Supermarket,9,"100 S Spears St Alvarado,",TX,76009,(817) 783-8141,32.4064918,-97.2131292,"100 S Spears St, Alvarado, TX 76009, USA",ROOFTOP
4321,Davids Supermarket,10,"4501 County Road 312 Cleburne,",TX,76031,(817) 645-7262,32.3273229,-97.2999174,"4501 County Rd 312, Cleburne, TX 76031, USA",RANGE_INTERPOLATED
4322,Davids Supermarket,11,"205 Austin Rd Glen Rose,",TX,76043,(573) 346-4402,32.23096050000001,-97.7521108,"205 Austin Rd, Glen Rose, TX 76043, USA",ROOFTOP
4323,Davids Supermarket,12,"8901 N State Highway 171 Godley,",TX,76044,(817) 389-2140,32.4524726,-97.5403371,"8901 TX-171, Godley, TX 76044, USA",ROOFTOP
4324,Davids Supermarket,13,"2305 Lipan Hwy Granbury,",TX,76048,(817) 573-1988,32.4743386,-97.81720779999999,"2305 N Lipan Dr, Granbury, TX 76048, USA",ROOFTOP
4325,Davids Supermarket,14,"5210 Acton Hwy Granbury,",TX,76049,(817) 326-2328,32.445893,-97.7011303,"5210 Acton Hwy, Granbury, TX 76049, USA",ROOFTOP
4326,Davids Supermarket,15,"9201 Plantation Blvd Granbury,",TX,76049,(817) 579-5923,32.3706321,-97.6574156,"9201 Plantation Dr, Granbury, TX 76049, USA",ROOFTOP
4327,Davids Supermarket,16,"PO Box 350 Grandview,",TX,76050,(817) 866-2638,32.2704245,-97.17917589999999,"Grandview, TX 76050, USA",APPROXIMATE
4328,Davids Supermarket,17,"10 W Criner St Grandview,",TX,76050,(817) 866-2655,32.2704394,-97.1816551,"10 W Criner St, Grandview, TX 76050, USA",RANGE_INTERPOLATED
4329,Davids Supermarket,18,"313 E Criner St Grandview,",TX,76050,(817) 866-3372,32.2707388,-97.178563,"313 E Criner St, Grandview, TX 76050, USA",ROOFTOP
4330,Davids Supermarket,19,"108 S 3rd St Grandview,",TX,76050,(817) 866-3769,32.269596,-97.17982699999999,"108 S 3rd St, Grandview, TX 76050, USA",ROOFTOP
4331,Davids Supermarket,20,"109 Main St Maypearl,",TX,76064,(541) 481-6906,32.3082088,-97.0129692,"109 S Main St, Maypearl, TX 76064, USA",ROOFTOP
4332,Davids Supermarket,21,"2801 Highway 180 E Ste 2 Mineral Wells,",TX,76067,(940) 325-9108,32.810492,-98.0892358,"2801 Hwy 180 E, Ste 3, Mineral Wells, TX 76067, USA",ROOFTOP
4333,Davids Supermarket,22,"113 W Highway 67 Venus,",TX,76084,(972) 366-9992,32.4343726,-97.1067473,"113 US-67, Venus, TX 76084, USA",ROOFTOP
4334,Davids Supermarket,23,"5210 Acton Hwy Acton Fort Worth,",TX,76101,(817) 326-2328,32.445893,-97.7011303,"5210 Acton Hwy, Acton, TX 76049, USA",ROOFTOP
4335,Davids Supermarket,24,"4501 C R 312b Fort Worth,",TX,76101,(817) 645-7262,32.7465982,-97.3291991,"Fort Worth, TX 76101, USA",APPROXIMATE
4336,Davids Supermarket,25,"805 N Union St Whitesboro,",TX,76273,(903) 564-6536,33.6679161,-96.9072461,"805 N Union St, Whitesboro, TX 76273, USA",ROOFTOP
4337,Davids Supermarket,26,"208 N Patrick St Dublin,",TX,76446,(559) 924-7939,32.0865403,-98.342642,"208 N Patrick St, Dublin, TX 76446, USA",ROOFTOP
4338,Davids Supermarket,27,"1201 E Main St Hamilton,",TX,76531,(559) 683-7962,31.7001492,-98.10887799999999,"1201 E Main St, Hamilton, TX 76531, USA",ROOFTOP
4339,Davids Supermarket,28,"PO Box 350 Hamilton,",TX,76531,(817) 866-2638,31.7037655,-98.1239231,"Hamilton, TX 76531, USA",APPROXIMATE
4340,Davids Supermarket,29,"1810 Ave D Moody,",TX,76557,(573) 288-5151,31.2963171,-97.36531699999999,"1810 Ave D, Moody, TX 76557, USA",ROOFTOP
4341,Davids Supermarket,30,"614 S Avenue G Clifton,",TX,76634,(562) 624-2352,31.7771457,-97.57339359999999,"614 S Avenue G, Clifton, TX 76634, USA",ROOFTOP
4342,Davids Supermarket,31,"305 Nw 4th St Hubbard,",TX,76648,(561) 683-0412,31.8461984,-96.79925899999999,"305 NW 4th St, Hubbard, TX 76648, USA",RANGE_INTERPOLATED
4343,Davids Supermarket,32,"509 E Hwy 34 Italy,",TX,76651,(972) 483-7804,32.1833557,-96.87677749999999,"509 TX-34, Italy, TX 76651, USA",ROOFTOP
4344,Davids Supermarket,33,"803 S Bosque St Whitney,",TX,76692,(562) 668-5152,31.9386518,-97.31663909999999,"803 S Bosque St, Whitney, TX 76692, USA",ROOFTOP
4345,Davisco Foods,1,"3309 Brodick Ln Lithia Springs,",GA,30122,(770) 948-0025,33.7701896,-84.6536706,"7703 Lee Rd, Lithia Springs, GA 30122, USA",ROOFTOP
4346,Davisco Foods,2,"712 King Sword Ct Se Mableton,",GA,30126,(770) 948-0025,33.7912223,-84.5357137,"712 King Sword Ct SE, Mableton, GA 30126, USA",ROOFTOP
4347,Davisco Foods,3,"Southwest Crossing Building Hopkins,",MN,55343,(508) 752-2989,44.92621459999999,-93.396256,"9320 Excelsior Blvd, Hopkins, MN 55343, USA",ROOFTOP
4348,Davisco Foods,4,"704 Mainstreet Hopkins,",MN,55343,(952) 656-2302,44.92422879999999,-93.4089334,"704 Mainstreet, Hopkins, MN 55343, USA",RANGE_INTERPOLATED
4349,Davisco Foods,5,"704 N Main St Le Sueur,",MN,56058,(507) 665-8861,44.46683489999999,-93.91160219999999,"704 N Main St, Le Sueur, MN 56058, USA",ROOFTOP
4350,Davisco Foods,6,"704 Main Ave Lake Norden,",SD,57248,(605) 785-3683,44.5807127,-97.20815739999999,"704 Main Ave, Lake Norden, SD 57248, USA",RANGE_INTERPOLATED
4351,Dawn Foods,1,"410 Se E St Bentonville,",AR,72712,(479) 464-0691,36.3682391,-94.2030829,"410 SE E St, Bentonville, AR 72712, USA",RANGE_INTERPOLATED
4352,Dawn Foods,2,"1002 Westpark Dr Bentonville,",AR,72712,(479) 464-0912,36.3593992,-94.223484,"1002 SW Westpark Dr, Bentonville, AR 72712, USA",ROOFTOP
4353,Dawn Foods,3,"811 Nw 11th St Bentonville,",AR,72712,(479) 464-0912,36.3836438,-94.2198403,"811 NW 11th St, Bentonville, AR 72712, USA",ROOFTOP
4354,Daybreak Foods,1,"1028 Williams Dr Apt 12 Fort Dodge,",IA,50501,(515) 955-1505,42.516265,-94.186838,"1028 Williams Dr #12, Fort Dodge, IA 50501, USA",ROOFTOP
4355,Daybreak Foods,2,"2976 15th Ave Ne Fort Dodge,",IA,50501,(515) 955-1505,42.5213314,-94.1558153,"2976 15th Ave NE, Fort Dodge, IA 50501, USA",ROOFTOP
4356,Daybreak Foods,3,"1959 Highway 4 Estherville,",IA,51334,(712) 362-7224,43.3634274,-94.81106100000001,"1959 IA-4, Estherville, IA 51334, USA",ROOFTOP
4357,Daybreak Foods,4,"609 6th Ave Ne Long Prairie,",MN,56347,(320) 732-2966,45.98148500000001,-94.8555792,"609 6th Ave NE, Long Prairie, MN 56347, USA",RANGE_INTERPOLATED
4358,Daybreak Foods,5,"11810 Manastash Rd Ellensburg,",WA,98926,(509) 962-8250,46.96555619999999,-120.7190933,"11810 Manastash Rd, Ellensburg, WA 98926, USA",ROOFTOP
4359,Daybreak Foods,6,"PO Box 800 Lake Mills,",WI,53551,(920) 699-6292,43.0874564,-88.893554,"W7299 County Road A, Lake Mills, WI 53551, USA",GEOMETRIC_CENTER
4360,Dean Foods,1,"6303 Maxon Rd Harvard,",IL,60033,(815) 943-6421,42.417962,-88.66663899999999,"6303 Maxon Rd, Harvard, IL 60033, USA",ROOFTOP
4361,Dean Foods,2,"11713 Mill St Huntley,",IL,60142,(847) 669-5123,42.1644979,-88.42430499999999,"11713 Mill St, Huntley, IL 60142, USA",ROOFTOP
4362,Dean Foods,3,"630 Meadow St Belvidere,",IL,61008,(815) 544-2105,42.2616349,-88.8357532,"630 Meadow St, Belvidere, IL 61008, USA",ROOFTOP
4363,Dean Foods,4,"215 W 3rd St Pecatonica,",IL,61063,(815) 239-1730,42.31407189999999,-89.3619239,"215 W 3rd St, Pecatonica, IL 61063, USA",ROOFTOP
4364,Dean Foods,5,"1126 Kilburn Ave Rockford,",IL,61101,(815) 962-2070,42.2862032,-89.10283489999999,"1126 Kilburn Ave, Rockford, IL 61101, USA",ROOFTOP
4365,Dean Foods,6,"96 Sickles Dr Decatur,",IL,62521,(317) 898-4818,39.8135133,-88.9565523,"96 Sickles Dr, Decatur, IL 62521, USA",RANGE_INTERPOLATED
